,Country,year,GWP_Imports,GWP_Exports,Employment_pba,GWP_pba,ValueAdded_pba
13,HU,2001,48255898083.7,16689120203.0,3812.88546144,53939314650.9,60015.0960843
14,IE,2001,36868763519.9,32908423531.7,1655.8822262,57277399738.8,121907.259451
15,IT,2001,298532477726.0,98591184800.0,21524.995166,401049384189.0,1303039.69791
16,LT,2001,10349873826.1,5041302950.76,1469.8,20403103624.1,13664.1340831
17,LU,2001,8120214114.93,4470824206.64,173.8,6372699033.85,23751.9299201
18,LV,2001,10153458468.7,3460385947.51,984.2,11369165285.6,9324.47075823
19,MT,2001,2725508921.06,1022742577.63,149.497380315,2493263217.07,4540.45442414
20,NL,2001,149881125534.0,93053289508.8,7651.41688003,185139699228.0,481475.618714
21,PL,2001,84959856336.9,77578929243.4,14952.9383692,345010174714.0,213159.32731
22,PT,2001,40801102615.8,12718812356.0,5058.6,63514735675.3,135660.788585
23,RO,2001,18137404811.5,26542200143.2,10792.3999833,98265849953.4,45463.5204245
24,SE,2001,68727548699.1,23599817687.2,4285.5,58405951684.4,270650.973187
25,SI,2001,10382146986.3,5246046843.42,919.1,14683066327.3,23310.4815577
26,SK,2001,27688489850.7,11524823361.7,2178.9,39168224613.2,23906.198267
27,GB,2001,372897005596.0,145297666406.0,28361.2,532571345067.0,1829793.5764
28,US,2001,1517673571110.0,533774012946.0,139174.0,5017633754270.0,11815343.9035
29,JP,2001,530634972336.0,181783305855.0,66646.0,1064246610280.0,4805206.094
30,CN,2001,332290162938.0,815898489450.0,561639.1,4309826023510.0,1495534.35097
31,CA,2001,138323008252.0,237547889763.0,15085.5244859,565564180362.0,825151.458142
32,KR,2001,178584721995.0,126142787056.0,21184.0,451755089068.0,611496.524079
33,BR,2001,89497006554.2,113668544846.0,75019.3,754542534791.0,626112.967297
34,IN,2001,105434028431.0,226992425469.0,368966.0,1587265251240.0,547854.851112
35,MX,2001,136394676077.0,71085284982.5,37891.4,413997761064.0,844911.70801
36,RU,2001,125761073094.0,849209513584.0,65068.1,1667424887140.0,344797.713944
37,AU,2001,101598062734.0,211788918824.0,8948.1,572705230910.0,435583.781121
38,CH,2001,75488540553.7,17754678854.4,3302.4,45800325823.2,320705.647854
39,TR,2001,58583009170.2,62133614753.7,21639.7,264131219843.0,225271.448951
40,TW,2001,126096651123.0,88984088622.0,9189.48468729,200742750454.0,318276.218191
41,NO,2001,42857012035.3,47885857785.0,2364.4,80691621970.2,194253.132666
42,ID,2001,71632838069.6,146376443584.0,85797.4,462605433061.0,190745.965399
43,ZA,2001,23957890009.4,143857017647.0,11443.9,330455337604.0,137823.593595
44,WA,2001,506060601775.0,921432744202.0,375327.0,1814230758290.0,1002573.61842
45,WL,2001,236448017671.0,288441696150.0,94359.0,918195140302.0,1065208.47525
46,WE,2001,107381482505.0,189350333563.0,147900.0,497313024296.0,112645.829319
47,WF,2001,159108535623.0,379685779989.0,259664.0,1231984410280.0,480344.579138
48,WM,2001,302228475601.0,550306770430.0,19460.3,1316812030830.0,897223.711076
0,AT,2002,48746060573.8,19706946991.2,3581.06,60285711371.6,225663.576172
1,BE,2002,83323862656.7,60037318045.7,4170.4,105630393706.0,271964.380321
2,BG,2002,7952600407.59,13180581176.5,2715.89980614,56225054531.5,17346.6984689
3,CY,2002,13520511088.7,3328729801.85,305.899985583,8696610751.55,12038.1308187
4,CZ,2002,45265335806.3,32385255083.8,4757.043,124862586321.0,86924.9218377
5,DE,2002,374578214379.0,209072191339.0,39809.0,773231608497.0,2187730.78155
6,DK,2002,43134982736.8,25769283047.6,2826.49951845,65807382825.5,188911.632557
7,EE,2002,6687002814.95,4820916017.55,590.3,17514370878.1,7796.68751947
8,ES,2002,176063637873.0,80525842511.1,16497.0,306472424499.0,746009.309216
9,FI,2002,43060769008.8,26145563305.8,2488.8,74054964288.5,147784.194143
10,FR,2002,292542094526.0,108548389762.0,26041.0,357083208207.0,1580324.26762
11,GR,2002,54526182288.0,29641141850.1,4156.6,181431387668.0,162688.181553
12,HR,2002,15779270799.5,6984514457.46,1524.899941,20477123968.1,28358.4811661
13,HU,2002,46713663338.9,15213461443.7,3963.4,54669173128.7,71491.9556014
14,IE,2002,41427092855.3,33571815126.8,1712.4,59237966396.4,135313.11749
15,IT,2002,296947114139.0,90268913877.5,21955.0,396596636283.0,1343877.02154
16,LT,2002,10540386629.1,5019585445.32,1402.4,19366379130.8,15077.014953
17,LU,2002,7914152494.78,5134893488.32,182.184797377,7196024229.48,24976.103083
18,LV,2002,8623459911.43,3273882954.15,1004.5,11476808256.7,10094.2168584
19,MT,2002,3092102061.02,1235616429.41,154.6,2921240279.38,4724.1371478
20,NL,2002,151535984251.0,94294547798.7,7925.79999674,188209844842.0,498768.420593
21,PL,2002,80171227770.9,74868141355.8,14693.9,343196700623.0,210522.876936
22,PT,2002,39173859974.2,12561777452.5,5165.98134032,64639391842.8,141880.49297
23,RO,2002,22074528011.6,29825413518.1,10422.5953193,103721845504.0,48830.3266667
24,SE,2002,54223934490.0,23255848711.5,4492.29999998,58662277384.7,282200.108268
25,SI,2002,10172980757.5,5420442064.12,935.2,15318645633.7,24840.3117283
26,SK,2002,29581737618.5,12608739175.1,2173.9,39379526392.1,26238.0527332
27,GB,2002,368516896481.0,152513991275.0,27368.8,538724735646.0,1882424.05155
28,US,2002,1543774376580.0,479989368277.0,139220.0,5003701580930.0,11565585.8714
29,JP,2002,486041324397.0,181488344871.0,66219.0,1051884493120.0,4351856.6519
30,CN,2002,362190306116.0,872769160205.0,559974.8,4531132894240.0,1555157.85424
31,CA,2002,137778880353.0,239561501457.0,15176.11,570340652209.0,804404.514021
32,KR,2002,192437949860.0,121074500547.0,21600.498281,462539598439.0,663332.188047
33,BR,2002,83925500328.1,137805121094.0,77654.7,782978270098.0,541487.026555
34,IN,2002,121899024753.0,214563599173.0,371303.2,1590609146630.0,542274.342331
35,MX,2002,133582300860.0,70559900848.9,37930.3,409372575807.0,816528.881843
36,RU,2002,117131482921.0,856157633010.0,65119.0,1661636099910.0,367965.694044
37,AU,2002,110208692463.0,195665345899.0,9081.09999801,566175204918.0,460206.549405
38,CH,2002,76837360037.3,15564107875.2,3475.1,41692551302.7,328018.48554
39,TR,2002,73119658245.4,52666069545.6,21588.1992531,249017315685.0,254070.437522
40,TW,2002,116572361838.0,96450379028.8,8538.0,203679748155.0,304180.716091
41,NO,2002,44012375340.3,43783765908.7,2372.1,79272067632.0,206773.165031
42,ID,2002,83791166049.4,139617021543.0,90798.9,480139652118.0,220309.858954
43,ZA,2002,25190553502.1,137984876260.0,11137.9,318793899842.0,122407.007882
44,WA,2002,555068377841.0,967194083609.0,392807.0,1852658393880.0,1014222.72621
45,WL,2002,208643818554.0,343116663585.0,96822.5435099,919471257386.0,795031.155058
46,WE,2002,116924825175.0,179261825774.0,149251.0,503217483538.0,123171.179102
47,WF,2002,178649432147.0,357637260824.0,268625.0,1238328646840.0,487778.189088
48,WM,2002,312963512143.0,574508652407.0,21311.8,1372842284110.0,890104.548493
0,AT,2003,49669931271.0,19164627380.1,3779.6884083,60294283484.9,231334.589322
1,BE,2003,84693687694.9,52927465883.5,4162.2,100299978751.0,280560.004341
2,BG,2003,9735281367.32,13099292810.0,2714.5,52671648882.3,18692.4997435
3,CY,2003,15694564046.3,4026603347.87,316.199998904,9362376705.54,12844.0311737
4,CZ,2003,38339693996.4,30783163732.4,4873.144,122751360588.0,88481.6721899
5,DE,2003,396883064089.0,207339451764.0,39629.9642608,774196177900.0,2206535.01954
6,DK,2003,41609426278.5,25323025602.2,2844.79999995,65357355620.4,192801.343644
7,EE,2003,7232814821.37,5283257584.44,596.29998312,17096838262.9,8732.13553433
8,ES,2003,183286583293.0,81263500390.7,17200.0999999,327750002437.0,800439.51762
9,FI,2003,49271172867.6,24128209379.1,2485.27743458,75194179747.5,151403.519979
10,FR,2003,301127691196.0,106121628801.0,26161.0,351952257095.0,1626953.53716
11,GR,2003,62479944350.5,30200449334.9,4237.58998091,182747208484.0,178497.452108
12,HR,2003,17735299492.3,5196459841.45,1559.09985635,21594461768.6,30663.6422451
13,HU,2003,52493803835.1,14393826766.0,3792.3,53741526723.7,75408.4305025
14,IE,2003,40539395047.5,28678249680.9,1716.26131992,59559800994.4,145202.270296
15,IT,2003,308282339991.0,89117309809.4,22357.7631719,404635785455.0,1391517.96566
16,LT,2003,10275590674.3,4895965185.61,1440.60868285,18869651300.3,16603.58035
17,LU,2003,7079753574.07,5901708925.16,182.299951704,7982604503.55,26128.169454
18,LV,2003,9600885856.79,2934273909.58,1022.92937903,11081531116.8,10386.2632732
19,MT,2003,3293977927.32,1121488660.49,155.2,2769666465.41,4787.60167015
20,NL,2003,147662757215.0,89016711267.5,7701.0,188759124582.0,511642.508882
21,PL,2003,77095433702.3,77556702388.8,14236.7944844,334504825048.0,192564.233608
22,PT,2003,38496728471.9,13967097684.9,5226.7,68420791289.6,145735.311976
23,RO,2003,18770790322.5,32031867540.3,9359.3,102477678582.0,52924.0128666
24,SE,2003,54468617035.3,21484216770.3,4502.39999999,57843039762.8,295559.618146
25,SI,2003,9925589617.53,4390215364.89,946.0,15209239572.6,26198.4920043
26,SK,2003,31371110592.8,13303051700.0,2195.2,38430299840.5,30040.5230075
27,GB,2003,362651819512.0,126149468092.0,28893.5,529223776594.0,1813128.77466
28,US,2003,1546066104100.0,462775028033.0,138817.0,4974373085420.0,10129283.9463
29,JP,2003,505166185152.0,202194769246.0,65267.5,1084577881310.0,3930038.40639
30,CN,2003,423869819182.0,1048390778810.0,562223.5,4843254652730.0,1467715.86708
31,CA,2003,150753428610.0,221229420286.0,15608.92,571212719114.0,791703.597639
32,KR,2003,200387109524.0,124644662406.0,22191.0,451104536902.0,621211.876636
33,BR,2003,74506375038.7,145237886448.0,78752.1,804943809413.0,494096.664443
34,IN,2003,116736399701.0,219425784728.0,368070.8,1625476041570.0,529942.035457
35,MX,2003,115185397381.0,90189624907.5,38798.0,418380446639.0,644744.540323
36,RU,2003,134365263390.0,841357661494.0,66655.0,1673399414750.0,384158.73995
37,AU,2003,119038157054.0,151007190736.0,9245.5,489726724255.0,493654.644972
38,CH,2003,74474860228.6,14850765170.1,3464.2,39667384475.1,320965.832336
39,TR,2003,84074556445.3,45850438725.4,21423.9,257247186858.0,278107.786621
40,TW,2003,107545978730.0,110599955702.0,8907.3,219059574870.0,263137.180531
41,NO,2003,39220821462.1,42381747825.5,2379.2,80045082689.6,202314.32823
42,ID,2003,74261518339.3,147003273275.0,89890.7,484280953563.0,220976.32003
43,ZA,2003,26373858658.9,116822787733.0,11224.9,328951470013.0,154929.03732
44,WA,2003,568299437257.0,868745170084.0,416161.0,1928880668270.0,928669.932993
45,WL,2003,189288337974.0,357225662944.0,99675.0,950245858878.0,697052.691563
46,WE,2003,114675126734.0,185633631795.0,150600.0,508653179840.0,126142.896426
47,WF,2003,173470770389.0,375840347627.0,276500.0,1296056975750.0,476155.088888
48,WM,2003,286465311182.0,652786687095.0,23275.8038742,1450158055930.0,794835.687948
0,AT,2004,50952102812.2,18697404886.3,3604.56,62772164761.0,241914.380873
1,BE,2004,89933683051.9,54458445255.2,4160.2,102030920989.0,296288.299971
2,BG,2004,11587758824.0,15839924070.5,2894.2,56538371333.7,21028.8179576
3,CY,2004,12052246156.9,3288853627.33,326.332215067,9942262086.15,13913.0190432
4,CZ,2004,40728540452.6,37613959907.7,4747.82201477,126557599419.0,96321.7842735
5,DE,2004,407780027554.0,231657886562.0,39200.0,797585745398.0,2258469.38209
6,DK,2004,42819625006.3,26880666369.2,2807.00417422,72053682433.9,202086.063874
7,EE,2004,6770448463.02,6577688113.6,603.7,19024579558.4,9763.12303206
8,ES,2004,199154163549.0,80480385014.6,17869.1,332918370198.0,857898.339168
9,FI,2004,45010910479.7,25625418548.6,2478.3,83196536772.4,158473.773563
10,FR,2004,313603058734.0,104909358726.0,26164.0,356045337349.0,1700968.27343
11,GR,2004,59470927427.0,28411262668.7,4341.2,182836952197.0,193369.011733
12,HR,2004,17358653481.6,5945680405.56,1588.1,23160631285.5,33438.4947393
13,HU,2004,47951385289.1,14516357216.6,4028.3,55188115046.0,83575.8508096
14,IE,2004,48019073816.5,30547858202.1,1785.4,59670960795.2,155909.782142
15,IT,2004,318946430817.0,94377212718.4,22651.7,416248893180.0,1449718.89509
16,LT,2004,10788541674.3,4106496823.52,1489.4,17116713266.0,18188.1790601
17,LU,2004,6745401287.83,5480439268.7,181.6,7997485770.61,27885.5126777
18,LV,2004,8861154393.07,2976269105.7,1049.7,10949935420.7,11578.2659437
19,MT,2004,2855111380.94,857970012.985,156.1,3011113800.5,4858.890636
20,NL,2004,152788604037.0,88206619365.4,8150.3,188733603812.0,528338.412641
21,PL,2004,71807082274.1,79474448524.9,14057.6,344337546190.0,205086.643144
22,PT,2004,41489008764.3,13044020136.5,5185.3,62523810657.3,151975.815803
23,RO,2004,32243139407.6,32153494638.4,8954.0,108619417002.0,61273.0702618
24,SE,2004,56944048958.7,24284224203.6,4505.0,59411920768.5,309605.871541
25,SI,2004,11461511921.5,5606260809.92,920.4,15160320622.4,27667.1103854
26,SK,2004,30270497867.9,13660770952.6,2249.21941385,39746300234.0,34669.0534015
27,GB,2004,409178891133.0,141998216198.0,29179.3391101,534171067627.0,1939169.83892
28,US,2004,1652509168710.0,452766990057.0,123653.916169,4944749742430.0,9818900.23314
29,JP,2004,523256471259.0,216276203362.0,65018.6,1094584959080.0,3871025.02513
30,CN,2004,456163881785.0,1200188170850.0,554292.1,5512273785250.0,1571948.93513
31,CA,2004,162383893193.0,224258516488.0,15942.02,583455347175.0,825372.211137
32,KR,2004,211406116768.0,135964565544.0,22152.73068,454233599160.0,637652.210766
33,BR,2004,82349975295.0,165522588634.0,79960.8,830028702649.0,538057.176575
34,IN,2004,151040800197.0,248423608721.0,369934.774335,1657150944080.0,565261.643439
35,MX,2004,127820350383.0,96814069424.1,39085.218314,434288892406.0,628863.182208
36,RU,2004,154858945841.0,805443754531.0,66426.1,1722216450170.0,479721.065197
37,AU,2004,144559805947.0,176925093933.0,9465.0834852,533847859149.0,545331.150432
38,CH,2004,70438800106.5,16263525065.4,3937.7,41904935757.6,326017.107575
39,TR,2004,96739632443.1,47580501063.2,21216.9,263534443743.0,328696.324991
40,TW,2004,133436409634.0,106654386435.0,9447.6762521,231816046757.0,270590.28616
41,NO,2004,46129648688.4,43501913692.7,2342.2910998,79203100500.7,212645.970464
42,ID,2004,85418915315.4,145716716975.0,91221.6,532973649946.0,219841.608523
43,ZA,2004,34374289588.3,125403495960.0,11388.1,351006123737.0,183769.137894
44,WA,2004,657353580704.0,1134013161250.0,444073.0,2004972501050.0,960317.796224
45,WL,2004,210359090005.0,400591711456.0,102991.0,978777907416.0,742355.353373
46,WE,2004,119245345763.0,202690380686.0,151951.0,539800249000.0,141751.904098
47,WF,2004,181419889498.0,374180413703.0,284300.0,1303866031400.0,520798.766303
48,WM,2004,351976252087.0,689955932064.0,25283.1,1503265556230.0,851643.759562
0,AT,2005,52817479113.0,19467477686.7,3828.33,64472230818.2,253971.995593
1,BE,2005,95081073887.4,53254736171.0,4200.2,99755112196.6,309911.871233
2,BG,2005,13608518320.7,15038746769.6,2959.5,55451266891.7,24008.2196948
3,CY,2005,9068583333.67,2718533611.73,337.299879078,9749863914.74,15025.7296922
4,CZ,2005,33160761593.0,45183676484.6,4828.886,127367083512.0,110235.009983
5,DE,2005,426940434163.0,248121489833.0,38898.0,795492670311.0,2287382.02741
6,DK,2005,44890846204.8,28631775069.6,2855.56309064,67640136710.2,212576.856445
7,EE,2005,7319127670.71,7113862254.54,609.32397978,18738910992.5,11330.0273694
8,ES,2005,217547451776.0,86410817313.5,18483.4,347006267033.0,926980.931252
9,FI,2005,49815768357.6,24709993060.2,2460.69995915,80071659209.9,164620.214896
10,FR,2005,316684371002.0,107284049934.0,26192.0,352884977448.0,1765188.87699
11,GR,2005,63698976223.0,29960508100.7,4385.4,184196564838.0,199161.513567
12,HR,2005,20945197886.1,5960623720.97,1638.29980067,22412077681.5,36481.3666627
13,HU,2005,57933804499.4,14519469199.3,3993.2,53303111577.3,90813.3974185
14,IE,2005,51433880390.1,32277563846.0,1823.76657942,60186729337.3,170161.836704
15,IT,2005,328924578296.0,99518931078.4,23021.0,427103212611.0,1493029.58984
16,LT,2005,13405030754.5,5197641560.37,1446.9573062,17651702711.4,20989.8653286
17,LU,2005,7499290174.41,5749980785.74,180.987468831,8297547306.16,30018.861588
18,LV,2005,9433816621.89,3490107132.31,1072.14722561,10848989059.6,13631.4639012
19,MT,2005,3177352482.48,1049291519.12,152.499105811,2941647408.99,5138.74655275
20,NL,2005,144039821035.0,89751649204.7,8029.71887003,190672506657.0,550659.601805
21,PL,2005,85270369045.4,83442088864.3,14068.3,348030510666.0,246078.219825
22,PT,2005,41865485895.4,12447796049.9,5189.2,62676588378.3,158488.406521
23,RO,2005,34157709962.8,22864202496.1,9224.7,102814624620.0,79137.026355
24,SE,2005,61619489502.8,26227537233.2,4461.5,58074892981.3,315263.002325
25,SI,2005,12832511893.9,5263307193.76,965.499778839,15394558730.2,29100.8280157
26,SK,2005,41441739680.6,14904565211.6,2224.0,38993478998.2,39412.7703045
27,GB,2005,418735958167.0,149745063557.0,29394.3,528622310845.0,2035852.45463
28,US,2005,1800015165250.0,491487355848.0,141572.0,5036935934880.0,10478769.3915
29,JP,2005,553426100146.0,246402479570.0,65021.2,1100373539680.0,3822369.68696
30,CN,2005,467785940687.0,1579084277970.0,557997.3,6247204875180.0,1837441.68863
31,CA,2005,185977328633.0,220967236937.0,16208.255,573917492747.0,942977.353056
32,KR,2005,229109519696.0,139547185536.0,22587.0,477534985806.0,751467.809471
33,BR,2005,84952059420.3,163209331569.0,84364.7,857181574156.0,716689.837305
34,IN,2005,189302955683.0,271442618225.0,366990.5,1744728472130.0,662013.968339
35,MX,2005,146310028570.0,107649959428.0,40400.7,441051027153.0,705310.579829
36,RU,2005,177180540061.0,816972232847.0,62442.0,1716560874630.0,620123.320715
37,AU,2005,162163662934.0,151608017644.0,9623.3,505821478298.0,611638.54399
38,CH,2005,83898637674.5,18311064244.2,3458.6,45642218149.4,338037.801126
39,TR,2005,111964737720.0,49161687790.9,21842.8,274189719046.0,406972.65221
40,TW,2005,125878145799.0,116032612024.0,9672.1,240549664156.0,289592.732264
41,NO,2005,49428721615.9,43368120769.6,2355.27343232,78784231486.7,248279.305563
42,ID,2005,95844325582.2,166605419699.0,96948.9500596,530736808199.0,244652.240045
43,ZA,2005,35979809352.5,131664263064.0,11616.9999996,374948205952.0,207195.255908
44,WA,2005,773695992439.0,1188440916100.0,461459.0,2119121212920.0,1081920.08797
45,WL,2005,239268836517.0,419501092902.0,102080.106293,1019757936620.0,887457.718239
46,WE,2005,120650934497.0,175576245280.0,153299.946142,521324157682.0,171985.221362
47,WF,2005,205500549082.0,408300299520.0,292032.951165,1357672602260.0,625031.148027
48,WM,2005,394341683990.0,750387201368.0,26457.2,1611710346220.0,1034621.74104
0,AT,2006,54439989182.5,20353996915.8,3873.69467736,65742317799.8,267586.290085
1,BE,2006,98015109678.3,50978652248.7,4260.2,97936075782.0,324862.362643
2,BG,2006,16805353260.7,14755870692.1,3010.98884856,55417129807.1,27381.7463823
3,CY,2006,7987647383.95,2730349301.36,348.897806292,10323744999.4,16251.5488616
4,CZ,2006,54659044811.4,41887317596.2,4922.64,124595507005.0,124453.815647
5,DE,2006,459009577375.0,255300981794.0,39326.0,786654633459.0,2382959.09412
6,DK,2006,48591785235.0,29716716884.0,2695.3999993,64729731552.3,225299.41348
7,EE,2006,7808715653.57,7517185078.06,622.1,19313601043.4,13556.1368227
8,ES,2006,227293790954.0,89276767428.4,19692.5,359966430030.0,1002930.36156
9,FI,2006,50651737979.2,26504824045.2,2478.47344389,67554666394.0,172743.253265
10,FR,2006,317153422051.0,114964085984.0,26375.8924421,354020266638.0,1846507.55227
11,GR,2006,73595191059.8,32654728082.7,4423.77356667,188921695067.0,217667.837222
12,HR,2006,20635687184.7,7700542026.13,1629.5,23634522738.2,40170.1817672
13,HU,2006,56723195086.8,16168844840.8,3923.8,51833539184.7,92049.4238003
14,IE,2006,56338941335.6,35144124054.0,1933.98537092,63273124988.5,184749.687174
15,IT,2006,355720783556.0,102067519608.0,23175.2,427554788427.0,1551306.09052
16,LT,2006,14863669743.8,5222003859.59,1475.1738532,17239507790.4,24033.149386
17,LU,2006,7916049031.01,6229446325.82,186.3,8223757127.17,33778.3812161
18,LV,2006,10307423645.1,3429832411.45,1079.0,11430083745.3,17137.4144634
19,MT,2006,4154979875.75,1473841240.22,155.49885037,3177546694.29,5402.12690454
20,NL,2006,132637407992.0,81400048219.6,8048.6,186051541325.0,584026.198967
21,PL,2006,70720640416.6,81595849987.2,14508.0410227,345840747746.0,274471.671229
22,PT,2006,41903267226.5,15047605930.6,5184.3,66661771300.4,166112.623726
23,RO,2006,46452585248.8,20273005689.9,8790.7,101389982014.0,97183.5947057
24,SE,2006,65164427516.5,26899864998.5,4477.6,56426651391.3,336962.90064
25,SI,2006,13083425588.5,5544006563.95,973.8,15541917463.7,31442.1211193
26,SK,2006,43367209132.2,16027175001.4,2291.9,40458723809.1,45536.106557
27,GB,2006,439855739657.0,163790116703.0,29816.0,526439476280.0,2155209.54599
28,US,2006,1875444098920.0,516266239207.0,127070.0,5106551676470.0,11002396.4638
29,JP,2006,565058368644.0,252503944800.0,65234.8,1103100646280.0,3608136.96281
30,CN,2006,457704419576.0,1962349149470.0,571854.6,6961614700800.0,2191875.48421
31,CA,2006,201946321199.0,229994056927.0,14902.0499988,585378952010.0,1050759.71606
32,KR,2006,262168786876.0,133052511335.0,22885.2,476421459207.0,838815.61996
33,BR,2006,99036934715.4,165100709084.0,86981.6,869596647257.0,882149.340095
34,IN,2006,219475859769.0,298753298667.0,371989.6,1843646520740.0,747902.530606
35,MX,2006,158767747709.0,110084516729.0,40540.0,461830069709.0,776826.539433
36,RU,2006,205873353627.0,833125389526.0,68162.0,1758640297640.0,796131.836271
37,AU,2006,161650327704.0,166911254541.0,9968.5,546363452914.0,651667.716513
38,CH,2006,74338925970.0,18188862005.5,3466.7,45395963254.5,353445.816688
39,TR,2006,127473348394.0,52421449532.4,22321.8,287036237861.0,443673.141699
40,TW,2006,109389631704.0,127660616923.0,9619.2,247326524943.0,291964.008619
41,NO,2006,48475158184.2,41450018041.3,2366.2,78200096468.3,275230.62584
42,ID,2006,95803708196.4,165858182270.0,95355.3,552304581254.0,309149.279111
43,ZA,2006,41381105502.1,133555159088.0,12272.1,377266889099.0,216340.122495
44,WA,2006,835914991478.0,1124611334550.0,466145.0,2203226526460.0,1232951.94248
45,WL,2006,270576088503.0,424054567000.0,104141.0,1061302783770.0,1021810.35953
46,WE,2006,129245647341.0,160142806383.0,154651.0,511814149416.0,202676.876098
47,WF,2006,235842660056.0,419511633976.0,299341.0,1364188429440.0,742304.587688
48,WM,2006,464963416362.0,826136693716.0,27778.2,1722807773890.0,1207663.07841
0,AT,2007,52530024376.4,20404479362.9,3941.43,65057307999.2,283598.318703
1,BE,2007,91974293066.7,56963597649.5,4307.1,102023288100.0,343159.514503
2,BG,2007,26235327537.5,16710757428.2,3121.9,56786605535.8,32399.5292296
3,CY,2007,7737691723.7,2741062121.8,356.7,11554102494.4,17549.6720812
4,CZ,2007,53675812516.8,42019457149.3,4988.977,124780739285.0,138769.874695
5,DE,2007,451132817363.0,266708437834.0,39635.0,807643512031.0,2496208.34149
6,DK,2007,47892536527.1,31503681188.8,2915.3,75036121923.5,233070.646652
7,EE,2007,8032426094.79,5260706965.63,659.3,18872553420.3,16374.1549445
8,ES,2007,236719077608.0,88100836369.1,20445.2,349549585549.0,1074101.10756
9,FI,2007,49693018103.3,29162421560.1,2523.3,81789813487.5,186821.902682
10,FR,2007,320934698002.0,110577980248.0,26667.0,351946497552.0,1938764.58796
11,GR,2007,77565334113.3,30121378271.8,4510.4,188293785049.0,232383.502358
12,HR,2007,18025222845.2,7419119705.9,1633.49999987,24047947546.5,43904.6723309
13,HU,2007,50814162777.8,17137485891.5,4033.1,51749031854.9,102127.673186
14,IE,2007,55908443584.5,34640775140.8,2025.24085628,63287326568.7,196865.966761
15,IT,2007,337298341874.0,105959400862.0,23594.4,425612817850.0,1612680.91414
16,LT,2007,14922654218.5,4394072121.36,1468.99719473,17634553079.1,28961.1851933
17,LU,2007,6470364847.73,6347394609.73,192.2,8531611686.99,37129.166417
18,LV,2007,11760461468.1,3949402111.02,1136.55411977,12500373667.6,22624.2926672
19,MT,2007,4011120868.36,1280919269.22,152.094270634,2988373161.73,5786.47161524
20,NL,2007,132904175166.0,73458649175.6,8232.5,180648885519.0,618342.229123
21,PL,2007,77540841710.6,79261605465.7,14999.4999683,353781444985.0,313039.588057
22,PT,2007,41854587774.8,15147190473.0,5225.4,61857624345.3,175248.796531
23,RO,2007,51369196407.2,21750066487.7,9225.1,106499761380.0,127390.574928
24,SE,2007,69371440570.4,26096923417.9,4571.1,56409620185.6,358449.302976
25,SI,2007,13262631039.9,5274985139.49,985.9,16017070339.6,35026.5663545
26,SK,2007,38193083596.1,14846040150.7,2344.2,40049964252.0,56225.1075927
27,GB,2007,412884483880.0,144212254130.0,30071.1505433,527602196603.0,2257265.76878
28,US,2007,1791979244850.0,609576551494.0,146683.0,5062133726620.0,10544954.3962
29,JP,2007,515731556549.0,277821533991.0,65604.4,1098190553670.0,3294610.28532
