,Country,year,GWP_Imports,GWP_Exports,Employment_pba,GWP_pba,ValueAdded_pba
30,CN,2007,489690516353.0,2176459902220.0,588671.8,7600355867670.0,2590534.29981
31,CA,2007,208361197937.0,227863203281.0,16725.35,584263316240.0,1071742.04916
32,KR,2007,275429110524.0,142395957199.0,23187.7923311,486351813034.0,855610.459622
33,BR,2007,120381019892.0,163359321833.0,89098.0,883694624560.0,1019419.37053
34,IN,2007,248199272376.0,296746700364.0,372912.8,1945743497440.0,864446.90873
35,MX,2007,162448826895.0,117840527102.0,41885.4,480066302038.0,768111.700121
36,RU,2007,217228018032.0,778452185924.0,68851.1,1819659856970.0,957626.476427
37,AU,2007,174159507954.0,156703892548.0,10218.3,541315997120.0,718817.508434
38,CH,2007,65492898305.3,17951055796.6,3527.8,44809107326.8,360125.081745
39,TR,2007,135392642341.0,49560556160.5,20488.3,315346481281.0,497133.290003
40,TW,2007,91290890609.0,137807126550.0,10110.5,257480806672.0,274940.776169
41,NO,2007,54235280209.5,43883541104.3,2440.0,81330919340.1,292549.711896
42,ID,2007,105225564525.0,170615011163.0,98016.8,584424582992.0,335784.421835
43,ZA,2007,36433467501.7,125951580420.0,12767.9,376931295880.0,218472.708481
44,WA,2007,741158512502.0,861931857700.0,467728.0,2265768079330.0,1343222.40005
45,WL,2007,300906548096.0,421446854742.0,105486.026383,1091911474270.0,1106810.90468
46,WE,2007,129003145393.0,149704177358.0,156000.0,522745285283.0,238871.855864
47,WF,2007,265683668138.0,392524666083.0,306807.0,1402216536530.0,800101.45404
48,WM,2007,504224197623.0,813322072931.0,31410.873592,1807499940700.0,1318335.03087
0,AT,2008,52567494731.5,21666137854.5,3919.37,64220916361.5,292568.824488
1,BE,2008,109836334926.0,53993772782.2,4378.6,100579778272.0,350314.529508
2,BG,2008,25964798581.1,19925034831.0,3235.9,60235813935.7,37012.6845576
3,CY,2008,6953674251.4,2388862856.43,377.687415655,12339396203.0,18932.3943529
4,CZ,2008,59655954083.1,42007213849.0,5093.09087341,128741747847.0,161012.338972
5,DE,2008,455421073256.0,270639973019.0,40325.0,817618487186.0,2536147.6778
6,DK,2008,48356286616.6,32490309142.1,2912.7,71694415599.7,240249.468971
7,EE,2008,7747870101.1,6963713112.58,664.185619816,21890787189.9,16550.7153802
8,ES,2008,228198327686.0,96694220826.6,21092.9,359535977953.0,1105034.70682
9,FI,2008,55540087874.7,37790388311.5,2570.6,79867142730.0,193476.01154
10,FR,2008,342211941962.0,117406876872.0,27042.0,352011329774.0,1984288.14183
11,GR,2008,82210581522.8,38557960818.9,4567.4,193559949974.0,241007.569397
12,HR,2008,19385770067.9,7676098241.52,1672.9,25165768034.9,47769.8202457
13,HU,2008,59590631968.0,17630843844.5,4026.59527255,51617808282.4,107517.198702
14,IE,2008,50855348526.4,33988529906.3,2100.75403299,62220172579.5,186857.481675
15,IT,2008,344954846092.0,100150529827.0,23798.8,419492600737.0,1631048.04269
16,LT,2008,18250093902.8,5407163581.86,1493.91409525,17867572342.3,32528.307852
17,LU,2008,8492671629.08,5845942256.47,194.799231535,7968639314.26,37973.7254656
18,LV,2008,12467959845.6,3958783468.5,1073.3,13078263871.1,24309.2942457
19,MT,2008,3758085079.39,1540028826.24,161.696210029,3163507110.87,6103.80887924
20,NL,2008,122819098963.0,74693733799.8,8462.39999486,183453993678.0,644569.468081
21,PL,2008,93500603809.5,71165006132.8,15647.9925668,354266613660.0,362795.657698
22,PT,2008,45644592561.7,14696115737.3,5237.49999981,57496052089.0,178375.372422
23,RO,2008,54986174740.7,24500910485.3,9282.7,103031250951.0,145714.695483
24,SE,2008,67527124507.7,27643516047.2,4680.39999976,54116257937.2,351989.539473
25,SI,2008,14171376138.5,5037719976.87,1005.89999444,15608805328.0,37771.6661564
26,SK,2008,43080089613.2,14566026293.4,2436.88417064,39190703524.3,65769.112779
27,GB,2008,404456646843.0,163764043603.0,30263.6,515137240752.0,1986410.96238
28,US,2008,1688679685840.0,675079153791.0,148290.0,5101978880370.0,10003294.1256
29,JP,2008,561577908621.0,288571893864.0,65825.0,1150887809480.0,3425284.7152
30,CN,2008,546228046100.0,2087289367130.0,602132.2,8150698851490.0,3123699.07658
31,CA,2008,219904114751.0,249542445320.0,17098.95,606960959582.0,1055841.99834
32,KR,2008,265751693954.0,167604284736.0,23348.4,505279638232.0,712088.007821
33,BR,2008,155026014649.0,159998662495.0,90573.3,897463428926.0,1153015.6322
34,IN,2008,269062928586.0,384804004592.0,373531.2,2080980687920.0,861755.589731
35,MX,2008,168143392642.0,118730497691.0,42599.1820413,482238336826.0,754682.758625
36,RU,2008,254165096197.0,810961195840.0,70556.1,1798299204700.0,1140268.67096
37,AU,2008,171401942260.0,162769234309.0,10512.2,521279402502.0,718663.643192
38,CH,2008,72248865857.7,16234209471.4,4079.6,41491513239.3,387754.598002
39,TR,2008,136971579480.0,69618882697.5,20815.3,338948814569.0,523830.09828
40,TW,2008,107596005999.0,134211305232.0,10086.4,259953382686.0,269219.15508
41,NO,2008,53942731646.0,47150994120.6,2520.60560526,83174649245.3,314284.742997
42,ID,2008,124781450196.0,176205050204.0,98831.4,607391000531.0,369359.445741
43,ZA,2008,36282520692.5,149176304698.0,13184.0,383234351873.0,194974.87101
44,WA,2008,815209621978.0,1113619649820.0,495106.0,2328531884200.0,1408821.02016
45,WL,2008,353273297965.0,409595116558.0,112925.0,1113804320640.0,1224378.08556
46,WE,2008,177836533112.0,169540851386.0,158700.0,535745415614.0,272084.12418
47,WF,2008,335976192128.0,423028039469.0,322316.0,1434070212660.0,915504.261504
48,WM,2008,620455211411.0,846599774208.0,34684.7,1877841668710.0,1531255.82886
0,AT,2009,49601244355.1,19610324207.7,4060.15115385,63377982232.1,286885.713701
1,BE,2009,99998529134.3,52315091085.4,4457.89999994,98639390940.7,345079.535087
2,BG,2009,18123758952.8,18379837725.8,3353.1,55714816011.8,37280.9399097
3,CY,2009,7321080469.44,4459574387.47,390.1,14513365290.6,18600.4005437
4,CZ,2009,46725358579.4,39002875462.1,5204.079,122071622340.0,148719.742476
5,DE,2009,415347845208.0,243763094488.0,40856.0,790788992684.0,2435895.02941
6,DK,2009,46492362432.7,26204949898.1,2847.9,70574676293.0,230315.02257
7,EE,2009,6296606722.38,5927437702.8,654.599872295,20112212273.3,14161.7908241
8,ES,2009,181731541151.0,85943270325.4,20467.7,327122307302.0,1065022.95042
9,FI,2009,40276053283.4,23035425435.5,2352.8,71053821649.7,181016.144019
10,FR,2009,302405521103.0,104310336196.0,27167.0,343806730803.0,1928635.10062
11,GR,2009,62052519213.1,41341404473.2,4558.0,182063482275.0,236578.989517
12,HR,2009,16415373215.8,8014866350.48,1633.8,23903738347.9,44880.4040642
13,HU,2009,43673140401.9,17821878267.9,3809.3,49027484927.2,93748.4473888
14,IE,2009,46545156014.5,33193427284.3,2092.2,63528861056.7,169102.993581
15,IT,2009,348410507801.0,88727459766.5,23368.3465049,405884363647.0,1570913.30888
16,LT,2009,12467883750.0,6021219645.49,1425.48503409,17400597602.1,26804.4036944
17,LU,2009,8762855764.13,5221639774.36,191.399697722,7580508667.09,36827.8239893
18,LV,2009,10639104097.6,4903098676.34,1054.59999899,13044166914.5,18869.9050624
19,MT,2009,5492100271.65,1512421962.17,158.399998464,2927418358.63,6113.91495691
20,NL,2009,134293805222.0,79525223792.6,8104.2,183674719280.0,622329.33397
21,PL,2009,78331645032.6,71645242039.0,15791.8,341643375568.0,315265.010121
22,PT,2009,39114565365.3,13255972000.6,5195.5,55412751050.0,174711.037999
23,RO,2009,33890367935.2,19881553825.8,9182.89627301,98662312411.8,124822.389256
24,SE,2009,56057480350.9,26549670623.6,4572.19999993,52664340097.3,312973.846515
25,SI,2009,11733869819.2,5380661631.59,991.399999605,15915093802.3,36109.135806
26,SK,2009,34065004134.9,14337222000.4,2381.6,38230864522.6,63837.7728285
27,GB,2009,345237386117.0,166040067193.0,29238.8792816,505119379552.0,1729507.7333
28,US,2009,1470269734230.0,540544493901.0,147644.0,4934338542960.0,10359142.5294
29,JP,2009,461085469200.0,228192379926.0,65521.8,1072113877880.0,3750633.2698
30,CN,2009,679211246769.0,1736016686640.0,586445.2,8377911348290.0,3657650.16162
31,CA,2009,178808363782.0,229629318548.0,17377.5093057,584489069764.0,985535.182695
32,KR,2009,220088102211.0,180674841460.0,23678.7,526469174385.0,676757.869385
33,BR,2009,132692959422.0,150359662352.0,91527.8,908033584243.0,1195150.77024
34,IN,2009,310508457795.0,335916949437.0,373847.8,2153349707730.0,942952.559341
35,MX,2009,123235416186.0,118668849691.0,43529.6999996,490208057214.0,645287.507699
36,RU,2009,197600900837.0,772080431758.0,67062.9,1776455654860.0,885155.685042
37,AU,2009,164995642888.0,156533788176.0,10740.3,531697121422.0,727585.113765
38,CH,2009,70570032201.2,16689735339.1,3414.1,42949843878.2,400185.316188
39,TR,2009,114410276259.0,73294904789.5,21487.5,339512922708.0,465507.183009
40,TW,2009,93581683695.1,143597314700.0,10046.6,250262318454.0,256301.015907
41,NO,2009,48854444868.9,41792450660.1,2447.19999507,80216506810.5,276877.214075
42,ID,2009,112146620394.0,159376001221.0,104641.3,620931587173.0,411890.690935
43,ZA,2009,34661798047.7,140596237707.0,13710.0,414693517066.0,212171.905477
44,WA,2009,808254215545.0,1192019727320.0,497754.0,2438589224520.0,1450095.33287
45,WL,2009,340740739624.0,405748183207.0,114711.353793,1155937745790.0,1265968.57879
46,WE,2009,151818427219.0,164958806449.0,159300.0,527257969320.0,217842.786159
47,WF,2009,386896039786.0,368607318370.0,328615.0,1435668237820.0,865785.898262
48,WM,2009,627299713404.0,847609622388.0,35387.0035889,2001569150500.0,1477228.97979
0,AT,2010,49252574865.7,19835943178.6,4072.62,58638594182.6,295611.938255
1,BE,2010,96454648840.1,45095753173.0,4448.89913876,85593543157.8,362790.698871
2,BG,2010,14149569042.2,17935803177.7,3209.19921272,48795829145.1,37990.1617226
3,CY,2010,7419377356.23,4975272816.32,389.698284388,14001965602.1,19391.3243541
4,CZ,2010,44580237541.4,39594555392.1,5110.1,114964012472.0,157705.318672
5,DE,2010,416962318942.0,246611768791.0,40892.0,747632562957.0,2561932.621
6,DK,2010,39440857555.7,30648307033.4,2732.4,69077392985.0,242887.04107
7,EE,2010,5450108393.95,6547868755.94,593.0,17869988032.8,14855.2525376
8,ES,2010,169440876650.0,84683946010.5,19104.8,290823459166.0,1071676.87566
9,FI,2010,41873596992.4,24809590656.6,2446.23058829,67423630267.1,187961.975165
10,FR,2010,280348527920.0,99632316422.2,26858.0,332583353470.0,1993369.20037
11,GR,2010,55365467792.6,38236819685.0,4487.84611197,173129272812.0,223908.386433
12,HR,2010,12595154177.2,8237534995.25,1604.7,21937128069.1,45114.1621736
13,HU,2010,35888385893.5,17779604024.1,3782.0,43918369151.6,99507.064986
14,IE,2010,42449277340.2,36949476785.1,1869.8,60618479898.2,167512.380024
15,IT,2010,328589381127.0,84381793670.1,23001.8,365742845265.0,1609729.08143
16,LT,2010,11904203442.5,6366688288.29,1317.3,16304209302.7,28014.2300166
17,LU,2010,8031030072.59,4883473033.18,199.361360181,7365535475.28,40139.1542674
18,LV,2010,8351268548.51,5126716525.37,908.195670367,11949730364.2,18011.2888895
19,MT,2010,5345571530.2,1193564957.48,159.1,2863610382.68,6593.15018418
20,NL,2010,117157496252.0,78686601040.8,7901.02888834,179925104231.0,638571.995875
21,PL,2010,78197655018.7,74155375180.3,15858.7,333992541076.0,361947.785336
22,PT,2010,37617173419.3,14286267502.0,5051.6,56849408658.1,179437.96358
23,RO,2010,33653731011.4,17158563069.7,9069.4,85747509303.0,125386.724108
24,SE,2010,60106143678.7,23347354075.8,4483.9,49199064099.8,374000.57241
25,SI,2010,10174077728.4,4420693752.84,975.1,14285082652.2,36328.9208759
26,SK,2010,32290626699.4,12808930882.2,2360.2,34231137626.8,68123.043184
27,GB,2010,332592937490.0,133012443914.0,28687.2623482,462941252310.0,1871901.26348
28,US,2010,1464945801810.0,561146446954.0,142184.0,4615123017870.0,11308781.7757
29,JP,2010,481851218579.0,235413716983.0,63020.0,985769589541.0,4299689.30734
30,CN,2010,740120428713.0,1956860845660.0,565957.4,8941712607340.0,4591681.65783
31,CA,2010,194188089276.0,218510642898.0,15836.85,557625195319.0,1219934.17403
32,KR,2010,243265234253.0,184362196549.0,23470.9844854,541820234721.0,862990.855638
33,BR,2010,163316448724.0,140584640359.0,92483.0,904822032558.0,1666167.38975
34,IN,2010,314939454161.0,379810617575.0,374535.0,2307081632730.0,1259425.0372
35,MX,2010,137043747264.0,124478959861.0,44550.9300932,475655607414.0,797918.532076
36,RU,2010,223548362000.0,719284788759.0,69253.1,1678578999700.0,1161533.59137
37,AU,2010,173832115527.0,151488745334.0,10920.6,519473106430.0,980209.003884
38,CH,2010,73719169126.3,17362498131.3,4030.8,40557395138.8,455181.785776
39,TR,2010,136025485747.0,66510776215.9,21265.2,336715870057.0,586080.906412
40,TW,2010,103459833105.0,115225643612.0,10276.6,232871621995.0,312931.842857
41,NO,2010,46094792109.1,38734953074.5,2497.8,76751184957.9,323419.354656
42,ID,2010,131602564893.0,180175696899.0,107068.6,650151854553.0,569581.472124
43,ZA,2010,38222625801.8,142343991483.0,13303.1,408454962623.0,283132.169358
44,WA,2010,938964136418.0,1131322389800.0,533626.0,2368533522440.0,1796304.71378
45,WL,2010,352572620608.0,402338536379.0,116412.0,1135254072000.0,1583402.52117
46,WE,2010,157183426795.0,165549895086.0,159900.0,474029799379.0,242687.114275
47,WF,2010,364471744706.0,405953132483.0,335848.0,1486840583640.0,1043950.13229
48,WM,2010,599127778550.0,935315212610.0,36984.8,2060170990410.0,1805212.79448
0,AT,2011,52522977070.7,20940815982.2,4110.59,63379998555.7,309712.866443
1,BE,2011,108071351678.0,47140991336.1,4479.0,92235402390.4,375463.735046
2,BG,2011,15441150836.0,22153590168.9,3044.2,51678106237.4,41210.7018628
3,CY,2011,5964269948.45,4447761162.24,401.7,13286050850.4,19776.4498585
4,CZ,2011,46243803278.3,38308808575.2,5057.241,116333104462.0,164915.756752
5,DE,2011,467727090236.0,275269288585.0,41020.0,782578775108.0,2689948.70882
6,DK,2011,43003243520.5,34164149270.0,2703.1,71579685503.7,247128.742597
7,EE,2011,6469001163.56,8769428729.5,566.847449917,21397005727.7,16804.260062
8,ES,2011,173846120383.0,98231929674.1,18721.9,286745357631.0,1062336.79901
9,FI,2011,47581073084.1,26567502245.3,2435.0,74632756124.4,197732.541488
10,FR,2011,317878994353.0,105296547862.0,26875.0,343836152786.0,2055609.31772
11,GR,2011,51867271277.6,38999732384.4,4387.3,172267367460.0,203035.643005
12,HR,2011,12073308541.3,8218249563.88,1539.7,21057861492.7,44794.9634918
13,HU,2011,33402141740.8,17668441839.9,3780.3,45264581728.6,101838.88108
14,IE,2011,43508275028.8,36383753566.6,1872.5,61237103026.8,170721.653956
15,IT,2011,337007916780.0,90509786115.6,22859.4,369416251928.0,1646545.2915
16,LT,2011,13192551207.5,6289228688.83,1247.6,17352664903.4,31309.0868316
17,LU,2011,8866185367.12,5683903243.29,197.1,8217033806.84,43106.7745937
18,LV,2011,10582923079.4,5784636348.74,850.4,13022036073.2,20560.34368
19,MT,2011,3945774532.57,1374226719.12,162.292948061,2976049365.81,6830.33019276
20,NL,2011,116985145980.0,83372339814.6,7566.67469934,187196973562.0,649487.05517
21,PL,2011,90025112238.3,81128810571.9,15461.4,346973476388.0,379520.65365
22,PT,2011,36529259461.5,14622586474.0,4974.19999951,48852799075.6,175860.076557
23,RO,2011,37168512491.1,18789640083.5,8563.9,84193842283.4,131783.514939
24,SE,2011,65013575019.4,25813121201.0,4511.2,55255987724.5,412423.931733
25,SI,2011,12281448805.9,5125739371.65,962.199925049,14418309761.9,37008.8840911
26,SK,2011,31287078944.3,12883604390.9,2311.2,35923876424.1,71208.9101108
27,GB,2011,343489429683.0,146054808141.0,28690.7,475449696486.0,1910834.79952
28,US,2011,1518780818750.0,683949189582.0,141382.0,4829327888260.0,11165647.9885
29,JP,2011,557191230231.0,249575257711.0,62760.0,1049167200330.0,4423462.3526
30,CN,2011,934541787788.0,2146250279670.0,600768.1,9684005144380.0,5424960.93621
31,CA,2011,210303298859.0,235588021524.0,17384.845,576517230057.0,1287954.53889
32,KR,2011,277853600888.0,217217527442.0,23815.6,592808757406.0,900303.891128
33,BR,2011,193684520314.0,147327902077.0,92920.9496117,949666280151.0,1879422.84967
34,IN,2011,371607944546.0,414669314584.0,374285.6,2409107368190.0,1344768.68573
35,MX,2011,159596247779.0,131751409233.0,45579.1,499187183610.0,848051.168396
36,RU,2011,264406847823.0,816805854112.0,69779.8,1792509109060.0,1473892.8445
37,AU,2011,204962128579.0,195873299791.0,11214.6,621258025898.0,1111127.10355
38,CH,2011,95693680911.7,17749681171.1,3550.4,41501187457.0,518705.633717
39,TR,2011,157179189519.0,79362402129.5,22589.1,348071537664.0,602575.800372
40,TW,2011,108120312983.0,152399482362.0,10106.9,253133062717.0,325034.834763
41,NO,2011,51060405004.6,40090237057.0,2499.0,79441719723.9,357962.240269
42,ID,2011,150677324743.0,184616410299.0,109587.9,674660704566.0,641500.793484
43,ZA,2011,46232108658.0,157077584604.0,13252.6,410800197233.0,299150.166797
44,WA,2011,1037335751400.0,1255628375690.0,532475.0,2489353073840.0,1985636.57708
45,WL,2011,395235706014.0,442447858984.0,122300.0,1179248262660.0,1651811.40111
46,WE,2011,195464294284.0,191501116933.0,161100.0,505996294985.0,265916.540879
47,WF,2011,396002888822.0,432989155420.0,349548.0,1526171829870.0,1119492.45219
48,WM,2011,629028556481.0,1014069847630.0,38410.9,2169668426190.0,2089315.00471
0,AT,2012,55171984690.4,22568662276.2,4179.56,62950919558.2,318668.457468
1,BE,2012,107386055038.0,46404391031.6,4518.1,86445170459.0,386193.384385
2,BG,2012,16655685600.2,23382742022.0,2958.3,55942139684.5,42039.2459979
3,CY,2012,5619769359.42,5168476624.94,399.2623806,13101381600.1,19441.740609
4,CZ,2012,45750238956.9,40065971048.1,4917.662,114043403769.0,162560.491377
5,DE,2012,427434135267.0,275081381401.0,41570.0,779328753034.0,2745442.82701
6,DK,2012,44008286263.5,33106349810.5,2698.2,67635917905.8,254630.21479
7,EE,2012,8012132529.41,8916849298.19,602.513094147,21015476795.6,18051.6103532
8,ES,2012,155469772062.0,107624901265.0,18417.1,299071093611.0,1031148.88792
9,FI,2012,40225791441.9,25814331237.6,2462.5,68015423988.0,201046.726823
10,FR,2012,318537993586.0,107848506370.0,27061.0,334049006452.0,2088905.06312
11,GR,2012,48232264468.8,40580274935.8,4088.69590213,172393936234.0,188397.830858
12,HR,2012,11756608753.6,8422207417.81,1490.9,20896863053.2,43971.448707
13,HU,2012,32217598277.1,19500152504.1,3810.2,45839124810.7,99996.4962487
14,IE,2012,42794519808.4,37385284043.3,1842.59999931,61122049435.6,175112.372095
15,IT,2012,296176259906.0,101466495032.0,22951.4,368796307884.0,1624437.29175
16,LT,2012,14846781582.3,7418941474.57,1251.68531944,17118922831.0,33424.2233482
17,LU,2012,10877886586.7,5979259096.22,204.4,8024837982.78,44114.2292863
18,LV,2012,10527858507.3,6532788618.89,796.042896327,12360961710.9,22050.6161608
19,MT,2012,4215283724.84,1832987810.99,165.997958544,2927194906.48,7171.24695142
20,NL,2012,110788015474.0,82508913566.0,7470.0,183080312190.0,652997.592614
21,PL,2012,85730202283.5,86469196963.5,15556.1,350467651633.0,388011.511332
22,PT,2012,32924562763.5,17285849997.4,4835.2,50384377685.0,168303.711686
23,RO,2012,34579823472.0,22932839229.4,8440.3,90747957716.0,133247.407346
24,SE,2012,65248393726.1,24943707413.2,4603.7,51194433678.2,430015.354361
25,SI,2012,12269560088.2,6281972797.16,931.5,15174122243.8,36255.026051
26,SK,2012,29734060476.0,14997763679.4,2313.8,35111805132.5,73579.3358348
27,GB,2012,351204345656.0,138704439618.0,28819.0,453328287868.0,2104621.17439
28,US,2012,1537705699910.0,726512248685.0,122895.0,4755285181580.0,12606636.8306
29,JP,2012,595988525493.0,254138762121.0,62505.0,1111579758840.0,4828154.67103
30,CN,2012,1026004632420.0,2251802609810.0,627379.5,10456343095600.0,6640867.33569
31,CA,2012,230606613992.0,245513704908.0,17682.525,590291034133.0,1423322.94995
32,KR,2012,270689467202.0,224092344989.0,24231.6,618305794666.0,995040.165583
33,BR,2012,195943420633.0,172181921032.0,93359.2,962502129201.0,1918764.23869
34,IN,2012,371919494275.0,427560262894.0,377183.1,2504018917660.0,1448378.91934
35,MX,2012,162106270679.0,147334160747.0,46603.8,519474427314.0,934848.838051
36,RU,2012,293569707017.0,794574413277.0,64318.5,1918344268040.0,1720310.34356
37,AU,2012,211614719816.0,192223804706.0,11394.5858311,618634148570.0,1238097.4152
38,CH,2012,89454231475.2,18252591256.7,4171.7,40192966433.5,538690.608645
39,TR,2012,152226335483.0,79252461752.3,24094.2,370522219228.0,685364.191159
40,TW,2012,112385087926.0,146191801978.0,10708.4,252973946282.0,358179.26824
41,NO,2012,51633959937.2,42226473604.2,2532.8,78992513040.4,396564.692673
42,ID,2012,167569279747.0,183828754511.0,104269.4,693613138343.0,714406.844151
43,ZA,2012,47933700183.0,149792134439.0,13202.4,396720485127.0,308475.552398
44,WA,2012,1189642244500.0,1325387278500.0,528534.0,2559496588790.0,2317868.59074
45,WL,2012,461418721300.0,439040126337.0,125737.0,1212032677570.0,1981470.57936
46,WE,2012,201447470657.0,206184650262.0,163900.0,525580787868.0,294586.68638
47,WF,2012,398810357773.0,478295981473.0,359598.0,1558999438150.0,1294833.87026
48,WM,2012,709510204170.0,1072963891080.0,38705.8,2240342433990.0,2436370.43925
0,AT,2013,54671585688.1,21859044906.2,4202.99,61413223317.6,323822.538191
1,BE,2013,107415035390.0,45664872436.0,4555.7,85493807824.8,392773.67247
2,BG,2013,16449543696.3,24268487755.9,2927.0,51617030225.4,41858.7444148
3,CY,2013,5071911059.64,5528201151.81,391.7,12531170074.7,17990.1299025
4,CZ,2013,45561418679.9,39470169524.3,5064.632,110823258574.0,159389.817478
5,DE,2013,457017245545.0,275695199916.0,42033.0,783325382051.0,2810589.14707
6,DK,2013,43656961578.2,30974983441.2,2683.5,63012360533.0,258703.701223
7,EE,2013,7099632822.33,8457748753.07,613.832100892,19583409073.7,19028.2408761
8,ES,2013,151496133292.0,110079192680.0,17627.4,294432732525.0,1020071.85695
9,FI,2013,47469901211.1,23675039750.8,2471.3,62849366540.4,204265.703352
10,FR,2013,317223511585.0,115442049997.0,27096.0,342867529697.0,2116616.01213
11,GR,2013,47299002922.4,41309272311.3,3761.3,163278849588.0,179567.841295
12,HR,2013,11215558333.8,7916352453.16,1443.5,19377505565.3,43714.4387599
13,HU,2013,32373870019.1,19044023613.0,3875.7,43737444151.1,101958.963154
14,IE,2013,45205621584.0,38079102793.1,1751.95871535,65028703172.0,179567.669342
15,IT,2013,290633282238.0,95061056156.9,22885.9,352014574431.0,1612314.8312
16,LT,2013,14264409362.4,8097109849.72,1275.9,18215858792.6,35023.3199171
17,LU,2013,13809409818.0,6526448747.93,216.4,8302100866.15,46486.9755382
18,LV,2013,10201722794.9,6460609555.12,853.3,12400323654.2,22914.5377858
19,MT,2013,4668799971.6,2084313944.59,169.403458857,3066282836.47,7649.42922752
20,NL,2013,119442162376.0,86996424010.3,7578.7,181164754669.0,660284.254838
21,PL,2013,81586380453.8,94239954985.8,15582.6991015,351152553259.0,392299.913632
22,PT,2013,34056436970.7,17997224101.8,4632.5,51079887294.7,170446.127629
23,RO,2013,30599817139.2,25860336442.6,8697.1,90028413750.8,143775.401461
24,SE,2013,66182264821.5,23599657703.6,4631.3,49001765000.3,441865.689178
25,SI,2013,11804501080.7,6321555296.57,918.899996576,14927249152.2,36444.4671398
26,SK,2013,31563006163.2,14574128317.0,2319.0,34223182260.6,74428.6134739
27,GB,2013,346669480795.0,157839155237.0,29100.8,478014531275.0,2095663.79806
28,US,2013,1539476972950.0,646487658641.0,144753.0,4602412416700.0,12638243.3552
29,JP,2013,525794188516.0,287885025591.0,62040.0,1139474060080.0,3882024.7393
30,CN,2013,1174496558130.0,2308982795240.0,635610.6,10724388543500.0,7206136.66164
31,CA,2013,213833850294.0,254901947129.0,17850.79,592571218494.0,1390864.07652
32,KR,2013,260340669391.0,228008820895.0,24671.4,618848895501.0,1032147.56352
33,BR,2013,209718448462.0,186570386638.0,94636.7995119,1015400837410.0,1861922.56777
34,IN,2013,349383165211.0,502568634912.0,379204.1,2661633999000.0,1443455.83594
35,MX,2013,148179905236.0,147327449714.0,48646.8,529427630270.0,959599.364695
36,RU,2013,305497900752.0,790739179376.0,71516.3,1891545891130.0,1729632.47538
37,AU,2013,203291167447.0,174873256046.0,11545.6,540511394536.0,1161973.00467
38,CH,2013,95280069295.4,18494756541.5,4239.0,41533393452.3,536667.513156
39,TR,2013,165133348704.0,87054926150.3,24814.0,394703765147.0,721179.879511
40,TW,2013,108426320557.0,145008456086.0,10857.9,245701316388.0,352653.808455
41,NO,2013,55792552338.7,39211170446.4,2581.0,77100068878.5,393616.092098
42,ID,2013,172203180116.0,200187600975.0,113009.8,729033253181.0,687089.930516
43,ZA,2013,49042476731.1,151025050716.0,13475.2,408540739101.0,276067.232441
44,WA,2013,1380842876300.0,1473576763250.0,528691.0,2683700986800.0,2401201.37488
45,WL,2013,471937247872.0,439514322483.0,125412.0,1255760957270.0,1990432.61438
46,WE,2013,184286872940.0,191287233884.0,163562.0,516393484376.0,307594.027682
47,WF,2013,425283948454.0,482455217708.0,368903.0,1683143850130.0,1323468.52946
