country,year,PrimaryEnergyProduction,FinalEnergyConsumption,Exports,Imports,NetTrade
LUX,2017,2131.515,41968.688,1946.196,50071.338,-48125.142
LUX,2018,2447.3,43473.741,1670.183,51522.612,-49852.429
LUX,2019,2732.433,44101.601,1156.883,51384.322,-50227.439
LUX,2020,3571.099,38033.038,1335.486,43950.907,-42615.421
LUX,2021,3645.679,40000.874,1293.515,46689.22,-45395.705
LUX,2022,3677.037,35195.531,1498.072,42147.604,-40649.532
LUX,2023,3891.695,33951.054,1361.738,40253.134,-38891.396
LVA,1990,13055.247,73790.217,7520.083,94695.181,-87175.098
LVA,1991,13066.083,71647.831,2,76179.311,-76177.311
LVA,1992,12566.667,59691.272,332.428,64696.594,-64364.166
LVA,1993,13727.839,51791.006,2262.725,48027.267,-45764.542
LVA,1994,15410.537,46972,2310.358,45193.169,-42882.811
LVA,1995,16654.211,44464.783,2087.425,41338.862,-39251.437
LVA,1996,16700.259,43683.478,3203.489,43576.839,-40373.35
LVA,1997,18885.045,42899.836,3505.636,35445.819,-31940.183
LVA,1998,20592.393,41470.828,5911.422,36946.139,-31034.717
LVA,1999,19095.098,39078.851,6144.431,32366.823,-26222.392
LVA,2000,16388.685,37537.643,4017.936,31495.398,-27477.462
LVA,2001,17712.774,41239.122,3270.364,33224.992,-29954.628
LVA,2002,18716.54,41772.258,4194.303,33725.797,-29531.494
LVA,2003,20203.916,43696.239,4803.081,38362.445,-33559.364
LVA,2004,21486.203,44871.085,8970.239,46827.197,-37856.958
LVA,2005,21642.621,46048.319,11094.683,47098.15,-36003.467
LVA,2006,21473.358,48002.877,8258.306,46752.851,-38494.545
LVA,2007,20954.848,49705.989,8398.821,45194.478,-36795.657
LVA,2008,20809.843,47174.63,8176.922,41695.842,-33518.92
LVA,2009,24392.389,45792.833,11468.264,45073.411,-33605.147
LVA,2010,22995.767,46546.015,12875.066,38727.945,-25852.879
LVA,2011,24134.305,43626.004,15302.413,47271.412,-31968.999
LVA,2012,27176.573,45453.314,17187.443,48523.264,-31335.821
LVA,2013,24928.504,43406.012,19972.934,50559.267,-30586.333
LVA,2014,27683.27,43915.643,21879.648,43993.329,-22113.681
LVA,2015,27194.53,42800.342,24817.292,52400.582,-27583.29
LVA,2016,28460.079,43001.265,24665.779,50476.171,-25810.392
LVA,2017,30089.378,45068.517,23894.954,48544.792,-24649.838
LVA,2018,33269.458,46808.018,26421.438,51321.398,-24899.96
LVA,2019,32892.288,45644.111,24670.385,49900.821,-25230.436
LVA,2020,31515.808,44172.893,21648.77,45812.351,-24163.581
LVA,2021,31540.537,46290.799,23922.187,45266.706,-21344.519
LVA,2022,34051.244,44450.004,24439.613,44353.204,-19913.591
LVA,2023,37983.947,43766.977,23685.085,40509.137,-16824.052
MLT,1990,0,3057.167,0,9283.611,-9283.611
MLT,1991,0,3580.028,0,9928.028,-9928.028
MLT,1992,0,3731.056,0,10276.583,-10276.583
MLT,1993,0,4013.25,0,11216.444,-11216.444
MLT,1994,0,3958.25,0,10355.778,-10355.778
MLT,1995,0,4421.444,0,10062.389,-10062.389
MLT,1996,0,4066.861,0,9230.278,-9230.278
MLT,1997,0,4771.694,0,11641.806,-11641.806
MLT,1998,0,4349.944,0,9339.917,-9339.917
MLT,1999,0,4513.417,0,11040.194,-11040.194
MLT,2000,0,3713.861,0,17103.917,-17103.917
MLT,2001,0,3594.972,0,18740.972,-18740.972
MLT,2002,2.778,3200.556,0,18286.25,-18286.25
MLT,2003,3.611,3683.694,0,21258.722,-21258.722
MLT,2004,4.722,3975.25,0,22323.333,-22323.333
MLT,2005,6.111,4373.111,0,18533.722,-18533.722
MLT,2006,7.5,4383.722,0,19642.667,-19642.667
MLT,2007,9.167,4499.278,0,20934.667,-20934.667
MLT,2008,10.556,4705.722,0,21953.833,-21953.833
MLT,2009,10.833,4215.833,107.5,23665.556,-23558.056
MLT,2010,50.219,4667.706,191.111,27693.333,-27502.222
MLT,2011,74.054,4517.802,35.833,26789.246,-26753.413
MLT,2012,102.187,4736.402,95.917,25535.316,-25439.399
MLT,2013,109.442,4897.551,1748,26803.934,-25055.934
MLT,2014,155.318,5067.378,2329.833,26358.211,-24028.378
MLT,2015,182.493,5377.052,6175.278,32139.032,-25963.754
MLT,2016,215.469,5335.369,3240.833,32281.286,-29040.453
MLT,2017,355.152,5726.382,1782.884,37250.037,-35467.153
MLT,2018,390.33,5982.343,4110.179,38747.587,-34637.408
MLT,2019,420.794,6343.331,4398.264,40188.306,-35790.042
MLT,2020,481.623,5823.756,2259.254,35693.498,-33434.244
MLT,2021,526.275,6120.767,1262.406,32171.549,-30909.143
MLT,2022,582.305,6893.977,417.681,35433.263,-35015.582
MLT,2023,629.587,6893.799,1070.759,37319.872,-36249.113
NLD,1990,704566.955,500357.22,980736.067,1200491.216,-219755.149
NLD,1991,785343.312,529356.383,1009663.732,1192035.903,-182372.171
NLD,1992,785695.446,520908.139,994151.527,1176201.449,-182049.922
NLD,1993,800922.482,536990.963,1024625.393,1197340.187,-172714.794
NLD,1994,776261.314,527395.174,968899.82,1189570.097,-220670.277
NLD,1995,777683.428,544585.496,1000176.177,1209702.125,-209525.948
NLD,1996,869466.883,591689.876,1070926.334,1259003.85,-188077.516
NLD,1997,773338.403,555206.187,1052772.833,1325980.101,-273207.268
NLD,1998,743191.277,554726.582,1010809.931,1315354.18,-304544.249
NLD,1999,695961.696,554778.874,999140.466,1325307.835,-326167.369
NLD,2000,679803.404,553611.139,1072530.231,1479431.21,-406900.979
NLD,2001,712459.689,563483.503,1166432.58,1544862.761,-378430.181
NLD,2002,712514.009,562120.129,1190512.89,1579558.058,-389045.168
NLD,2003,686492.105,570836.316,1149463.719,1587618.271,-438154.552
NLD,2004,793455.344,576703.724,1284059.375,1655895.722,-371836.347
NLD,2005,726266.027,569843.66,1341836.993,1778278.746,-436441.753
NLD,2006,714935.974,567629.395,1417702.108,1864848.638,-447146.53
NLD,2007,700315.402,556567.809,1383553.525,1817809.341,-434255.816
NLD,2008,787850.753,567240.259,1484759.863,1869341.325,-384581.462
NLD,2009,731619.48,548717.382,1546937.692,1923969.39,-377031.698
NLD,2010,827165.522,590428.743,1705872.687,2034798.303,-328925.616
NLD,2011,772152.427,544616.485,1667160.113,1993139.983,-325979.87
NLD,2012,768617.036,546925.826,1770035.298,2106494.403,-336459.105
NLD,2013,811215.014,545433.313,1826806.113,2081455.229,-254649.116
NLD,2014,700836.466,492557.93,1750771.139,2067266.873,-316495.734
NLD,2015,560645.935,504530.178,1786993.954,2284393.418,-497399.464
NLD,2016,539921.842,515730.069,1838791.039,2319232.034,-480440.995
NLD,2017,482716.685,517938.4,1548636.74,2096386.033,-547749.293
NLD,2018,429649.522,521691.022,1509980.638,2127357.454,-617376.816
NLD,2019,385640.751,512593.95,1468562.265,2123906.013,-655343.748
NLD,2020,320608.434,486988.316,1262105.566,1925077.512,-662971.946
NLD,2021,308816.123,503110.417,1455481.844,2037976.462,-582494.618
NLD,2022,282588.606,457869.983,1442302.82,2177680.743,-735377.923
NLD,2023,241002.986,444116.969,1458070.961,2080892.455,-622821.494
POL,1990,1206517.501,666446.112,267328.146,277632.458,-10304.312
POL,1991,1158891.662,679075.764,224614.431,239023.659,-14409.228
POL,1992,1133826.151,665888.509,221221.639,239713.706,-18492.067
POL,1993,1129458.431,718861.75,213061.443,243974.951,-30913.508
POL,1994,1128055.764,692709.525,248746.717,249714.298,-967.581000000006
POL,1995,1149523.453,708517.158,277285.667,275070.327,2215.34000000003
POL,1996,1145780.558,751821.189,248765.086,314481.554,-65716.468
POL,1997,1159235.356,735898.072,264096.308,342565.236,-78468.928
POL,1998,1010909.613,679959.138,256509.064,351526.138,-95017.074
POL,1999,966355.535,664658.058,230352.331,338212.508,-107860.177
POL,2000,914499.846,622913.112,234047.029,345651.339,-111604.31
POL,2001,924918.59,629893.348,247780.501,357307.551,-109527.05
POL,2002,921979.802,625121.883,247453.144,365974.194,-118521.05
POL,2003,916780.881,642972.573,230928.791,372435.689,-141506.898
POL,2004,908535.731,660141.673,236480.031,393602.651,-157122.62
POL,2005,906280.918,668538.292,228204.589,419967.977,-191763.388
POL,2006,894032.653,696716.294,235442.272,464697.823,-229255.551
POL,2007,834285.917,698745.896,197126.053,489291.173,-292165.12
POL,2008,822057.208,710333.8,165393.406,519144.561,-353751.155
POL,2009,777995.319,704684.936,148355.503,500506.613,-352151.11
POL,2010,777283.888,758951.724,177234.878,551058.134,-373823.256
POL,2011,788582.361,739785.184,177639.64,580549.556,-402909.916
POL,2012,826878.589,735691.991,190535.331,550777.817,-360242.486
POL,2013,822687.735,722294.747,233084.289,534264.114,-301179.825
POL,2014,780178.735,700163.908,227339.825,552227.437,-324887.612
POL,2015,788042.814,707823.26,244640.056,578104.393,-333464.337
POL,2016,774569.883,757533.474,242811.238,603286.877,-360475.639
POL,2017,746242.76,805086.628,203655.151,673165.936,-469510.785
POL,2018,751539.137,849572.041,188313.813,746125.873,-557812.06
POL,2019,722719.323,835667.857,176986.522,736493.594,-559507.072
POL,2020,674044.623,816172.81,166648.041,680262.301,-513614.26
POL,2021,698903.091,862458.501,177389.471,694755.272,-517365.801
POL,2022,690264.745,826264.937,186061.653,747781.307,-561719.654
POL,2023,630492.743,806159.761,186442.36,736506.439,-550064.079
PRT,1990,39455.39,132294.442,30864.843,204396.925,-173532.082
PRT,1991,39472.839,137475.574,27987.016,201213.041,-173226.025
PRT,1992,34189.006,142024.382,39531.449,227247.752,-187716.303
PRT,1993,38096.086,143749.783,39934.804,220949.619,-181014.815
PRT,1994,40542.544,150405.513,55760.345,237480.644,-181720.299
PRT,1995,38585.278,154098.961,46911.893,258386.126,-211474.233
PRT,1996,44110,163367.996,32118.426,229754.309,-197635.883
PRT,1997,43584.112,170136.519,31153.155,247834.023,-216680.868
PRT,1998,43404.778,182112.18,27336.06,260932.934,-233596.874
PRT,1999,39165.889,189228.606,21769.797,284811.105,-263041.308
PRT,2000,44733.944,200194.765,21123.864,279458.414,-258334.55
PRT,2001,47646,203988.367,19730.325,277577.28,-257846.955
PRT,2002,42368.444,209928.786,19677.689,284846.791,-265169.102
PRT,2003,50434.222,208868.232,23071.342,286429.737,-263358.395
PRT,2004,45307.22,211758.685,25812.822,293345.869,-267533.047
PRT,2005,42039.116,212332.174,30891.675,319440.62,-288548.945
PRT,2006,50786.539,208699.907,43333.597,304569.478,-261235.881
PRT,2007,53959.249,210683.603,31758.5,284812.194,-253053.694
PRT,2008,52028.149,204358.204,31251.653,285246.489,-253994.836
PRT,2009,57284.96,202576.157,29943.527,272901.516,-242957.989
PRT,2010,67471.642,200845.061,39439.668,256757.076,-217317.408
PRT,2011,64331.118,191211.783,40069.63,260175.608,-220105.978
PRT,2012,54763.743,175747.771,49506.294,261743.425,-212237.131
PRT,2013,66901.488,173383.735,75008.996,271547.256,-196538.26
PRT,2014,76503.701,178943.69,66523.343,257010.66,-190487.317
PRT,2015,68709.314,180856.675,90282.005,305272.329,-214990.324
PRT,2016,76709.882,181901.796,92565.501,296591.039,-204025.538
PRT,2017,67915.607,184925.111,93501.275,323993.004,-230491.729
PRT,2018,75562.472,187854.996,75024.036,293615.76,-218591.724
PRT,2019,76201.229,190205.453,66391.774,279962.299,-213570.525
PRT,2020,79029.013,176270.914,72763.117,240451.824,-167688.707
PRT,2021,80847.422,183428.913,67792.685,240609.578,-172816.893
PRT,2022,78420.963,188066.259,59507.62,252555.827,-193048.207
PRT,2023,85377.925,191520.345,54485.415,230830.283,-176344.868
ROU,1990,474141.244,493077.532,61050.5,324901.878,-263851.378
ROU,1991,417733.794,399584.881,31109.528,204389.436,-173279.908
ROU,1992,391960.416,301859.108,27177.472,186410.781,-159233.309
ROU,1993,388678.013,279091.693,33765.972,178215.059,-144449.087
ROU,1994,369067.938,285016.76,61843.5,191622.343,-129778.843
ROU,1995,376648.01,298049.246,58636.458,226564.126,-167927.668
ROU,1996,382536.009,332365.257,47484.369,220459.308,-172974.939
ROU,1997,366454.113,320597.113,35854.006,206863.391,-171009.385
ROU,1998,336075.336,292717.073,40013.018,178778.933,-138765.915
ROU,1999,324261.645,253475.603,29519.251,119090.506,-89571.255
ROU,2000,331753.883,255238.077,34986.822,128538.32,-93551.498
ROU,2001,321795.061,259408.424,36766.958,149794.076,-113027.118
ROU,2002,340081.906,258042.833,55183.5,163363.449,-108179.949
ROU,2003,341821.859,269598.225,45847.417,163878.641,-118031.224
ROU,2004,332230.092,276316.42,55502.117,192943.446,-137441.329
ROU,2005,324615.926,274314.411,74426.505,198039.876,-123613.371
ROU,2006,325625.306,276660.013,68291.306,204268.779,-135977.473
ROU,2007,322352.149,269462.522,56235.833,202000.69,-145764.857
ROU,2008,336333.974,278455.88,64255.89,191886.909,-127631.019
ROU,2009,327815.279,253250.609,52906.17,133421.974,-80515.804
ROU,2010,318313.66,256310.9,45997.472,133101.393,-87103.921
ROU,2011,319742.457,262728.729,50312.345,138231.59,-87919.245
ROU,2012,316306.283,263177.218,46981.24,138414.39,-91433.15
ROU,2013,300153.721,251572.314,52926.364,120900.972,-67974.608
ROU,2014,305565.381,249700.374,67644.292,129007.291,-61362.999
ROU,2015,306735.594,251210.797,70815.063,132758.106,-61943.043
ROU,2016,287707.046,255106.956,72448.271,153512.436,-81064.165
ROU,2017,296454.352,267259.19,69243.027,160172.429,-90929.402
ROU,2018,291436.16,272662.921,71231.389,166182.636,-94951.247
ROU,2019,285282.663,275778.159,69449.667,186510.23,-117060.563
ROU,2020,260057.553,272983.777,59118.551,164904.27,-105785.719
ROU,2021,267168.91,294003.496,61498.372,187846.162,-126347.79
ROU,2022,258573.6,278227.318,75463.366,194892.387,-119429.021
ROU,2023,255809.048,271051.293,84914.445,184695.086,-99780.641
SWE,1990,343126.907,351051.299,115773.066,329112.108,-213339.042
SWE,1991,363136.497,355717.754,108197.011,314388.995,-206191.984
SWE,1992,337178.45,375364.407,125689.643,331609.989,-205920.346
SWE,1993,335261.395,378982.633,127793.352,342341.2,-214547.848
SWE,1994,357620.771,384507.703,114191.164,353046.914,-238855.75
SWE,1995,364443.433,392884.588,124272.745,350266.815,-225994.07
SWE,1996,365904.078,403863.485,125706.835,373432.256,-247725.421
SWE,1997,372187.257,396343.033,132728.346,363352.509,-230624.163
SWE,1998,388911.521,400009.362,126283.328,358415.47,-232132.142
SWE,1999,380186.955,394369.357,131588.654,343418.251,-211829.597
SWE,2000,349038.89,391544.698,143204.24,367551.051,-224346.811
SWE,2001,387808.889,384006.993,136715.242,360635.964,-223920.722
SWE,2002,363688.02,381649.062,125064.788,356885.546,-231820.758
SWE,2003,354162.003,378887.315,130483.412,395756.503,-265273.091
SWE,2004,393676.776,376144.093,148025.973,384470.15,-236444.177
SWE,2005,393255.034,368795.821,146255.599,382474.183,-236218.584
SWE,2006,371733.181,368843.504,143753.214,375810.919,-232057.705
SWE,2007,379629.291,369809.903,140085.084,362310.012,-222224.928
SWE,2008,375966.513,361736.476,161163.849,391885.023,-230721.174
SWE,2009,335929.988,351894.669,153127.397,361571.251,-208443.854
SWE,2010,369333.302,377632.722,163260.668,394855.937,-231595.269
SWE,2011,386539.664,372912.075,155880.7,378888.771,-223008.071
SWE,2012,413699.074,375783.591,191927.56,375775.426,-183847.866
SWE,2013,400734.788,368340.459,141688.105,338146.7,-196458.595
SWE,2014,405480.606,359702.233,181350.016,373352.48,-192002.464
SWE,2015,416405.4,366472.33,214107.088,384956.853,-170849.765
SWE,2016,411049.327,372598.234,228051.214,426006.943,-197955.729
SWE,2017,425048.165,370413.727,246977.465,410269.33,-163291.865
SWE,2018,425430.868,369010.578,236288.969,414970.054,-178681.085
SWE,2019,430321.403,364067.429,177605.207,358548.784,-180943.577
SWE,2020,400659.341,360753.4,198508.353,374596.092,-176087.739
SWE,2021,415012.553,373975.552,239087.884,361811.923,-122724.039
SWE,2022,415119.967,361488.126,223773.854,374021.549,-150247.695
SWE,2023,398867.891,362765.905,217171.361,361270.535,-144099.174
SVN,1990,35544.711,42960.273,5601.393,36187.578,-30586.185
SVN,1991,35948.086,42915.827,5884.53,33423.644,-27539.114
SVN,1992,34165.817,39281.726,3986.917,29249.867,-25262.95
SVN,1993,32104.408,42494.615,3783.822,34327.553,-30543.731
SVN,1994,33519.09,44688.141,3391.529,35812.115,-32420.586
SVN,1995,34373.54,47259.484,3425.931,39572.058,-36146.127
SVN,1996,33307.916,51838.452,3153.103,44133.919,-40980.816
SVN,1997,34713.164,52676.218,3388.594,45954.546,-42565.952
SVN,1998,35270.965,50650.208,4663.515,44216.07,-39552.555
SVN,1999,33211.15,51127.849,5639.043,47705.429,-42066.386
SVN,2000,37198.822,52829.129,8321.813,47888.923,-39567.11
SVN,2001,38984.596,55610.316,6821.809,46518.829,-39697.02
SVN,2002,40049.711,54375.093,6332.473,46764.043,-40431.57
SVN,2003,39594.43,56242.945,6961.176,50288.338,-43327.162
SVN,2004,41659.238,57381.135,9885.811,53489.468,-43603.657
SVN,2005,43386.883,59439.741,12328.389,57159.258,-44830.869
SVN,2006,41902.83,59300.751,12686.661,57333.074,-44646.413
SVN,2007,43085.656,59502.219,10952.717,56193.395,-45240.678
SVN,2008,45291.992,63641.604,14307.884,64687.75,-50379.866
SVN,2009,42173.659,56316.411,16557.84,56858.473,-40300.633
SVN,2010,42908.316,58697.673,18741.95,60421.166,-41679.216
SVN,2011,43494.824,58541.644,16867.033,57758.805,-40891.772
SVN,2012,40540.662,57053.869,18147.759,60420.758,-42272.999
SVN,2013,40860.919,55849.906,19955.457,57730.635,-37775.178
SVN,2014,41448.147,53587.048,26555.61,61298.85,-34743.24
SVN,2015,38652.988,54911.439,29411.303,67045.466,-37634.163
SVN,2016,40629.26,57027.704,33658.932,72607.515,-38948.583
SVN,2017,41472.219,57847.578,34308.656,75973.108,-41664.452
SVN,2018,39905.007,57796.162,34547.362,76633.083,-42085.721
SVN,2019,39552.934,56778.675,36744.522,78655.416,-41910.894
SVN,2020,40990.233,51720.823,31739.781,66037.64,-34297.859
SVN,2021,38219.51,55499.936,27566.217,65055.818,-37489.601
SVN,2022,35133.515,55403.304,36083.828,76055.971,-39972.143
SVN,2023,37574.596,52672.326,38487.824,73324.645,-34836.821
SVK,1990,61084.288,161007.115,24334.477,215093.031,-190758.554
SVK,1991,55807.612,137276.543,16748.06,178791.512,-162043.452
SVK,1992,51791.57,129804.856,14319.282,171417.534,-157098.252
SVK,1993,57658.618,118817.013,20033.66,162036.144,-142002.484
SVK,1994,63301.939,114820.649,24002.815,162029.587,-138026.772
SVK,1995,58300.767,115596.428,23041.776,165491.058,-142449.282
SVK,1996,57552.593,119813.069,25679.678,179589.681,-153910.003
SVK,1997,57198.432,119953.701,28106.628,181687.311,-153580.683
SVK,1998,57713.023,117834.902,31385.077,175589.737,-144204.66
SVK,1999,63710.363,116048.342,36543.974,172214.052,-135670.078
SVK,2000,73066.221,115432.345,43114.304,177289.086,-134174.782
SVK,2001,76365.532,121805.328,49991.142,184533.498,-134542.356
SVK,2002,77804.798,122532.341,50743.679,190544.187,-139800.508
SVK,2003,75239.676,116372.067,51657.931,191671.42,-140013.489
SVK,2004,73712.062,114902.673,57897.026,202685.34,-144788.314
SVK,2005,74916.327,120978.036,59587.841,203096.46,-143508.619
SVK,2006,75447.431,117589.239,62726.981,201469.897,-138742.916
SVK,2007,67388.717,118423.345,61838.09,205846.334,-144008.244
SVK,2008,72809.624,122472.439,57098.822,196943.773,-139844.951
SVK,2009,67571.237,112283.821,55125.444,186519.602,-131394.158
SVK,2010,78214.466,128950.457,50344.231,183097.908,-132753.677
SVK,2011,79541.199,120978.587,58904.466,190759.174,-131854.708
SVK,2012,81248.022,115706.481,55768.375,174390.603,-118622.228
SVK,2013,82669.309,117554.668,61124.808,179659.543,-118534.735
SVK,2014,77831.462,105991.336,56688.839,170559.257,-113870.418
SVK,2015,81174.864,110779.283,66285.374,179974.04,-113688.666
SVK,2016,80160.792,114953.404,61189.439,176295.178,-115105.739
SVK,2017,81472.058,122563.314,61016.155,191090.482,-130074.327
SVK,2018,75460.146,120952.033,52369.728,178607.152,-126237.424
SVK,2019,80645.971,119125.565,53688.981,191809.981,-138121
SVK,2020,78509.524,111777.452,57208.258,164950.862,-107742.604
SVK,2021,80851.49,122211.91,68956.455,177769.126,-108812.671
SVK,2022,78583.336,115411.658,55489.979,190064.109,-134574.13
SVK,2023,86350.528,109071.138,59493.555,171164.265,-111670.71
